left_hand_active_crop,right_hand_active_crop,left_hand_active,right_hand_active,iou,time,id,path_l,hand_in_focus
False,False,False,False,0.0501,33.663,C00028_RTT left side1_2,C00028/C00028_RTT left side1_2.csv,left
False,False,False,False,0.0468,34.059,C00028_RTT left side1_2,C00028/C00028_RTT left side1_2.csv,left
True,False,True,False,0.045,34.455,C00028_RTT left side1_2,C00028/C00028_RTT left side1_2.csv,left
True,False,True,True,0.0625,34.851,C00028_RTT left side1_2,C00028/C00028_RTT left side1_2.csv,left
True,False,True,True,0.0594,35.248,C00028_RTT left side1_2,C00028/C00028_RTT left side1_2.csv,left
True,False,True,True,0.0254,35.644,C00028_RTT left side1_2,C00028/C00028_RTT left side1_2.csv,left
True,False,True,True,0.0284,36.04,C00028_RTT left side1_2,C00028/C00028_RTT left side1_2.csv,left
True,False,True,True,0.0585,36.436,C00028_RTT left side1_2,C00028/C00028_RTT left side1_2.csv,left
False,False,True,True,0.0839,36.832,C00028_RTT left side1_2,C00028/C00028_RTT left side1_2.csv,left
False,False,True,True,0.0865,37.228,C00028_RTT left side1_2,C00028/C00028_RTT left side1_2.csv,left
True,False,True,True,0.059,37.624,C00028_RTT left side1_2,C00028/C00028_RTT left side1_2.csv,left
True,False,True,True,0.036,38.02,C00028_RTT left side1_2,C00028/C00028_RTT left side1_2.csv,left
True,False,True,True,0.0252,38.416,C00028_RTT left side1_2,C00028/C00028_RTT left side1_2.csv,left
True,False,True,True,0.0254,38.812,C00028_RTT left side1_2,C00028/C00028_RTT left side1_2.csv,left
True,False,True,True,0.0222,39.208,C00028_RTT left side1_2,C00028/C00028_RTT left side1_2.csv,left
True,False,True,True,0.0627,39.604,C00028_RTT left side1_2,C00028/C00028_RTT left side1_2.csv,left
False,False,False,False,0.1224,40.0,C00028_RTT left side1_2,C00028/C00028_RTT left side1_2.csv,left
True,False,False,False,0.1238,40.396,C00028_RTT left side1_2,C00028/C00028_RTT left side1_2.csv,left
True,False,True,False,0.0677,40.792,C00028_RTT left side1_2,C00028/C00028_RTT left side1_2.csv,left
True,False,True,True,0.0316,41.188,C00028_RTT left side1_2,C00028/C00028_RTT left side1_2.csv,left
True,False,True,True,0.0218,41.584,C00028_RTT left side1_2,C00028/C00028_RTT left side1_2.csv,left
True,False,True,True,0.0193,41.98,C00028_RTT left side1_2,C00028/C00028_RTT left side1_2.csv,left
True,False,True,True,0.0237,42.376,C00028_RTT left side1_2,C00028/C00028_RTT left side1_2.csv,left
True,False,True,True,0.0312,42.772,C00028_RTT left side1_2,C00028/C00028_RTT left side1_2.csv,left
False,False,True,False,0.0479,43.168,C00028_RTT left side1_2,C00028/C00028_RTT left side1_2.csv,left
False,False,True,True,0.0416,43.564,C00028_RTT left side1_2,C00028/C00028_RTT left side1_2.csv,left
True,False,True,True,0.0353,43.96,C00028_RTT left side1_2,C00028/C00028_RTT left side1_2.csv,left
True,False,True,True,0.0273,44.356,C00028_RTT left side1_2,C00028/C00028_RTT left side1_2.csv,left
True,False,True,True,0.026,44.752,C00028_RTT left side1_2,C00028/C00028_RTT left side1_2.csv,left
True,False,True,True,0.0,45.149,C00028_RTT left side1_2,C00028/C00028_RTT left side1_2.csv,left
True,False,True,True,0.0,45.545,C00028_RTT left side1_2,C00028/C00028_RTT left side1_2.csv,left
True,False,True,True,0.012,45.941,C00028_RTT left side1_2,C00028/C00028_RTT left side1_2.csv,left
True,False,True,True,0.0413,46.337,C00028_RTT left side1_2,C00028/C00028_RTT left side1_2.csv,left
False,False,True,True,0.0349,46.733,C00028_RTT left side1_2,C00028/C00028_RTT left side1_2.csv,left
True,False,True,True,0.0255,47.129,C00028_RTT left side1_2,C00028/C00028_RTT left side1_2.csv,left
True,False,True,True,0.0198,47.525,C00028_RTT left side1_2,C00028/C00028_RTT left side1_2.csv,left
True,False,True,True,0.0,47.921,C00028_RTT left side1_2,C00028/C00028_RTT left side1_2.csv,left
True,False,True,True,0.0,48.317,C00028_RTT left side1_2,C00028/C00028_RTT left side1_2.csv,left
True,False,True,True,0.0084,48.713,C00028_RTT left side1_2,C00028/C00028_RTT left side1_2.csv,left
True,False,True,True,0.0106,49.109,C00028_RTT left side1_2,C00028/C00028_RTT left side1_2.csv,left
True,False,True,True,0.0074,49.505,C00028_RTT left side1_2,C00028/C00028_RTT left side1_2.csv,left
True,False,False,False,0.0175,49.901,C00028_RTT left side1_2,C00028/C00028_RTT left side1_2.csv,left
False,False,False,False,0.0177,50.297,C00028_RTT left side1_2,C00028/C00028_RTT left side1_2.csv,left
False,False,True,True,0.0159,50.693,C00028_RTT left side1_2,C00028/C00028_RTT left side1_2.csv,left
True,False,True,True,0.0255,51.089,C00028_RTT left side1_2,C00028/C00028_RTT left side1_2.csv,left
True,False,True,True,0.0175,51.485,C00028_RTT left side1_2,C00028/C00028_RTT left side1_2.csv,left
True,False,True,True,0.0,51.881,C00028_RTT left side1_2,C00028/C00028_RTT left side1_2.csv,left
True,False,True,True,0.0,52.277,C00028_RTT left side1_2,C00028/C00028_RTT left side1_2.csv,left
True,False,True,True,0.0,52.673,C00028_RTT left side1_2,C00028/C00028_RTT left side1_2.csv,left
True,False,True,True,0.0311,53.069,C00028_RTT left side1_2,C00028/C00028_RTT left side1_2.csv,left
True,False,True,True,0.0604,53.465,C00028_RTT left side1_2,C00028/C00028_RTT left side1_2.csv,left
False,False,False,False,0.0244,53.861,C00028_RTT left side1_2,C00028/C00028_RTT left side1_2.csv,left
False,False,False,False,0.0206,54.257,C00028_RTT left side1_2,C00028/C00028_RTT left side1_2.csv,left
True,False,True,True,0.0,54.653,C00028_RTT left side1_2,C00028/C00028_RTT left side1_2.csv,left
True,False,True,True,0.0,55.05,C00028_RTT left side1_2,C00028/C00028_RTT left side1_2.csv,left
True,False,True,True,0.0,55.446,C00028_RTT left side1_2,C00028/C00028_RTT left side1_2.csv,left
True,False,True,True,0.0123,55.842,C00028_RTT left side1_2,C00028/C00028_RTT left side1_2.csv,left
True,False,True,True,0.0127,56.238,C00028_RTT left side1_2,C00028/C00028_RTT left side1_2.csv,left
False,False,True,True,0.013,56.634,C00028_RTT left side1_2,C00028/C00028_RTT left side1_2.csv,left
False,False,False,False,0.015,57.03,C00028_RTT left side1_2,C00028/C00028_RTT left side1_2.csv,left
False,False,False,False,0.0114,57.426,C00028_RTT left side1_2,C00028/C00028_RTT left side1_2.csv,left
False,False,False,False,0.0088,57.822,C00028_RTT left side1_2,C00028/C00028_RTT left side1_2.csv,left
True,False,True,False,0.0071,58.218,C00028_RTT left side1_2,C00028/C00028_RTT left side1_2.csv,left
False,False,False,False,0.0205,0.0,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
True,True,True,True,,0.533,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
True,True,True,True,,1.067,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
True,True,True,True,,1.6,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
True,False,True,True,,2.133,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
False,False,True,True,,2.667,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
True,True,True,True,,3.2,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
True,True,True,True,,3.733,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
True,False,True,True,,4.267,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
True,True,True,True,,4.8,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
True,True,True,True,,5.333,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
True,True,True,True,,5.867,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
True,True,True,True,,6.4,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
True,True,True,True,,6.933,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
False,False,True,False,0.0055,7.467,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
False,False,True,False,0.0046,8.0,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
False,False,True,True,0.0069,8.533,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
False,False,True,True,0.0055,9.067,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
False,False,True,True,0.0052,9.6,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
False,False,True,False,0.0048,10.133,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
True,False,True,True,0.0065,10.667,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
False,False,False,False,0.0065,11.2,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
True,False,True,True,0.0057,11.733,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
True,False,False,False,0.0087,12.267,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
False,False,True,False,0.0052,12.8,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
False,False,True,False,0.0043,13.333,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
False,False,True,True,0.0142,13.867,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
True,False,True,True,0.0326,14.4,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
True,False,True,True,0.0282,14.933,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
True,False,True,True,0.0215,15.467,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
True,True,True,True,,16.0,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
True,True,True,True,,16.533,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
True,True,True,True,,17.067,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
True,True,True,True,,17.6,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
True,True,True,True,,18.133,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
True,True,True,True,,18.667,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
False,False,False,False,0.0149,19.2,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
True,True,True,True,,19.733,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
True,True,True,True,,20.267,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
True,True,True,True,,20.8,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
True,True,True,True,,21.333,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
False,False,False,True,0.0293,21.867,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
True,True,True,True,,22.4,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
True,False,True,True,,22.933,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
True,True,True,True,,23.467,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
True,True,True,True,0.2909,24.0,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
False,True,True,True,0.0988,24.533,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
False,True,True,True,0.0194,25.067,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
True,True,True,True,0.3227,25.6,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
False,True,True,True,0.2835,26.133,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
True,True,True,True,0.4545,26.667,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
True,True,True,True,0.2501,27.2,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
False,True,True,True,0.0407,27.733,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
True,True,True,True,0.4946,28.267,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
True,True,True,True,0.3851,28.8,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
False,True,True,True,0.3607,29.333,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
False,True,False,True,0.0635,29.867,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
False,False,False,False,0.0209,30.4,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
False,False,False,False,0.0201,30.933,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
False,False,False,False,0.0175,31.467,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
False,False,False,False,0.0172,32.0,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
False,True,True,True,0.2325,32.533,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
True,True,True,True,,33.067,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
True,True,True,True,,33.6,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
True,True,True,True,0.4036,34.133,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
False,True,True,True,0.0902,34.667,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
True,False,False,False,0.0248,35.2,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
False,False,False,False,0.0237,35.733,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
True,True,True,True,,36.267,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
True,False,True,True,,36.8,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
True,True,True,True,,37.333,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
False,True,True,True,0.4157,37.867,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
False,True,False,True,0.1028,38.4,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
False,False,True,True,0.0181,38.933,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
False,False,True,True,0.0229,39.467,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
False,True,True,True,0.1433,40.0,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
True,True,True,True,,40.533,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
True,True,True,True,,41.067,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
True,True,True,True,0.3125,41.6,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
False,False,False,False,0.0129,42.133,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
False,False,True,False,0.0054,42.667,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
True,True,True,True,0.2109,43.2,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
True,True,True,True,,43.733,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
True,True,True,True,,44.267,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
True,True,True,True,,44.8,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
True,True,False,True,,45.333,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
False,False,False,False,,45.867,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
True,True,False,True,,46.4,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
True,True,True,True,,46.933,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
True,True,True,True,,47.467,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
True,True,True,True,0.3397,48.0,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
True,True,False,False,0.0269,48.533,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
True,False,True,False,0.0181,49.067,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
True,True,True,True,,49.6,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
True,True,True,True,,50.133,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
True,True,True,True,,50.667,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
True,True,True,True,,51.2,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
True,True,True,True,0.045,51.733,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
True,False,True,True,0.011,52.267,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
True,False,True,True,0.0307,52.8,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
True,True,True,True,,53.333,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
True,True,True,True,,53.867,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
True,True,True,True,,54.4,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
True,True,True,True,,54.933,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
True,False,False,False,0.0383,55.467,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
False,False,True,False,0.0304,56.0,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
False,False,True,False,0.0324,56.533,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
True,True,True,True,,57.067,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
True,True,True,True,,57.6,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
True,True,True,True,,58.133,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
True,True,True,True,,58.667,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
False,True,True,True,0.2024,59.2,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
False,False,True,True,0.022,59.733,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
True,False,True,True,0.0195,60.267,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
False,True,True,True,0.0451,60.8,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
True,True,True,True,,61.333,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
True,True,True,True,,61.867,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
True,True,True,True,,62.4,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
True,True,True,True,,62.933,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
False,True,False,True,0.0878,63.467,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
False,False,True,False,0.0191,64.0,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
True,True,True,True,0.0372,64.533,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
True,True,True,True,,65.067,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
True,True,True,True,,65.6,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
True,True,True,True,,66.133,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
False,False,True,True,,66.667,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
True,True,True,True,0.3976,67.2,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
False,True,False,True,0.0527,67.733,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
False,False,False,False,0.0,68.267,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
False,True,True,True,0.2167,68.8,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
True,True,True,True,,69.333,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
True,True,True,True,,69.867,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
True,True,True,True,,70.4,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
True,True,True,True,,70.933,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
True,False,False,False,0.0269,71.467,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
True,False,False,False,0.0096,72.0,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
True,False,False,False,0.0118,72.533,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
False,False,True,False,0.0113,73.067,C00023_RTT right side1_2,C00023/C00023_RTT right side1_2.csv,right
False,True,False,True,0.0124,0.0,C00023_RTT right side1_1,C00023/C00023_RTT right side1_1.csv,right
False,True,False,True,0.011,0.533,C00023_RTT right side1_1,C00023/C00023_RTT right side1_1.csv,right
False,True,False,True,0.0,1.067,C00023_RTT right side1_1,C00023/C00023_RTT right side1_1.csv,right
False,True,False,True,0.0,1.6,C00023_RTT right side1_1,C00023/C00023_RTT right side1_1.csv,right
False,True,False,True,0.0,2.133,C00023_RTT right side1_1,C00023/C00023_RTT right side1_1.csv,right
False,True,False,True,0.0,2.667,C00023_RTT right side1_1,C00023/C00023_RTT right side1_1.csv,right
False,True,False,True,0.0,3.2,C00023_RTT right side1_1,C00023/C00023_RTT right side1_1.csv,right
False,True,False,True,0.0,3.733,C00023_RTT right side1_1,C00023/C00023_RTT right side1_1.csv,right
False,False,False,True,0.0,4.267,C00023_RTT right side1_1,C00023/C00023_RTT right side1_1.csv,right
False,True,False,True,0.0,4.8,C00023_RTT right side1_1,C00023/C00023_RTT right side1_1.csv,right
False,True,False,True,0.0,5.333,C00023_RTT right side1_1,C00023/C00023_RTT right side1_1.csv,right
False,True,False,True,0.0,5.867,C00023_RTT right side1_1,C00023/C00023_RTT right side1_1.csv,right
False,True,False,True,0.0,6.4,C00023_RTT right side1_1,C00023/C00023_RTT right side1_1.csv,right
False,True,False,True,0.0304,6.933,C00023_RTT right side1_1,C00023/C00023_RTT right side1_1.csv,right
False,False,False,False,0.0535,7.467,C00023_RTT right side1_1,C00023/C00023_RTT right side1_1.csv,right
False,False,False,False,0.0513,8.0,C00023_RTT right side1_1,C00023/C00023_RTT right side1_1.csv,right
False,False,False,True,0.0485,8.533,C00023_RTT right side1_1,C00023/C00023_RTT right side1_1.csv,right
False,False,False,False,0.0501,9.067,C00023_RTT right side1_1,C00023/C00023_RTT right side1_1.csv,right
False,False,False,False,0.0496,9.6,C00023_RTT right side1_1,C00023/C00023_RTT right side1_1.csv,right
False,False,False,False,0.0489,10.133,C00023_RTT right side1_1,C00023/C00023_RTT right side1_1.csv,right
False,False,False,False,0.0496,10.667,C00023_RTT right side1_1,C00023/C00023_RTT right side1_1.csv,right
False,False,False,True,0.0455,11.2,C00023_RTT right side1_1,C00023/C00023_RTT right side1_1.csv,right
False,False,False,True,0.0455,11.733,C00023_RTT right side1_1,C00023/C00023_RTT right side1_1.csv,right
False,False,False,False,0.0455,12.267,C00023_RTT right side1_1,C00023/C00023_RTT right side1_1.csv,right
False,False,False,True,0.057,12.8,C00023_RTT right side1_1,C00023/C00023_RTT right side1_1.csv,right
False,False,False,True,0.0719,13.333,C00023_RTT right side1_1,C00023/C00023_RTT right side1_1.csv,right
False,True,False,True,0.0522,13.867,C00023_RTT right side1_1,C00023/C00023_RTT right side1_1.csv,right
False,True,False,True,0.0383,14.4,C00023_RTT right side1_1,C00023/C00023_RTT right side1_1.csv,right
False,True,False,True,0.0258,14.933,C00023_RTT right side1_1,C00023/C00023_RTT right side1_1.csv,right
False,True,False,True,0.0201,15.467,C00023_RTT right side1_1,C00023/C00023_RTT right side1_1.csv,right
False,True,False,True,0.0136,16.0,C00023_RTT right side1_1,C00023/C00023_RTT right side1_1.csv,right
False,True,False,True,0.0048,16.533,C00023_RTT right side1_1,C00023/C00023_RTT right side1_1.csv,right
False,True,False,True,0.0,17.067,C00023_RTT right side1_1,C00023/C00023_RTT right side1_1.csv,right
False,True,False,True,0.0,17.6,C00023_RTT right side1_1,C00023/C00023_RTT right side1_1.csv,right
False,True,False,True,0.0,18.133,C00023_RTT right side1_1,C00023/C00023_RTT right side1_1.csv,right
False,True,False,True,0.0006,18.667,C00023_RTT right side1_1,C00023/C00023_RTT right side1_1.csv,right
False,False,False,False,0.042,19.2,C00023_RTT right side1_1,C00023/C00023_RTT right side1_1.csv,right
False,True,False,True,0.0,19.733,C00023_RTT right side1_1,C00023/C00023_RTT right side1_1.csv,right
False,True,False,True,0.0,20.267,C00023_RTT right side1_1,C00023/C00023_RTT right side1_1.csv,right
False,True,False,True,0.0,20.8,C00023_RTT right side1_1,C00023/C00023_RTT right side1_1.csv,right
False,True,False,True,0.0101,21.333,C00023_RTT right side1_1,C00023/C00023_RTT right side1_1.csv,right
False,True,False,True,0.0348,21.867,C00023_RTT right side1_1,C00023/C00023_RTT right side1_1.csv,right
False,True,False,True,0.0265,22.4,C00023_RTT right side1_1,C00023/C00023_RTT right side1_1.csv,right
False,True,False,True,0.0045,22.933,C00023_RTT right side1_1,C00023/C00023_RTT right side1_1.csv,right
False,True,False,True,0.0,23.467,C00023_RTT right side1_1,C00023/C00023_RTT right side1_1.csv,right
False,True,False,True,0.0,24.0,C00023_RTT right side1_1,C00023/C00023_RTT right side1_1.csv,right
False,True,False,True,0.0208,24.533,C00023_RTT right side1_1,C00023/C00023_RTT right side1_1.csv,right
False,True,False,True,0.0331,25.067,C00023_RTT right side1_1,C00023/C00023_RTT right side1_1.csv,right
False,True,False,True,0.0015,25.6,C00023_RTT right side1_1,C00023/C00023_RTT right side1_1.csv,right
False,True,False,True,0.0,26.133,C00023_RTT right side1_1,C00023/C00023_RTT right side1_1.csv,right
False,True,False,True,0.0,26.667,C00023_RTT right side1_1,C00023/C00023_RTT right side1_1.csv,right
False,True,False,True,0.0198,27.2,C00023_RTT right side1_1,C00023/C00023_RTT right side1_1.csv,right
False,True,False,True,0.0258,27.733,C00023_RTT right side1_1,C00023/C00023_RTT right side1_1.csv,right
False,True,False,True,0.0116,28.267,C00023_RTT right side1_1,C00023/C00023_RTT right side1_1.csv,right
False,True,False,True,0.0,28.8,C00023_RTT right side1_1,C00023/C00023_RTT right side1_1.csv,right
False,True,False,True,0.0,29.333,C00023_RTT right side1_1,C00023/C00023_RTT right side1_1.csv,right
False,True,False,True,0.0205,29.867,C00023_RTT right side1_1,C00023/C00023_RTT right side1_1.csv,right
False,False,False,False,0.0445,30.4,C00023_RTT right side1_1,C00023/C00023_RTT right side1_1.csv,right
False,False,False,False,0.046,30.933,C00023_RTT right side1_1,C00023/C00023_RTT right side1_1.csv,right
False,False,False,False,0.0445,31.467,C00023_RTT right side1_1,C00023/C00023_RTT right side1_1.csv,right
False,False,False,False,0.043,32.0,C00023_RTT right side1_1,C00023/C00023_RTT right side1_1.csv,right
False,True,False,True,0.0032,32.533,C00023_RTT right side1_1,C00023/C00023_RTT right side1_1.csv,right
False,True,False,True,0.0,33.067,C00023_RTT right side1_1,C00023/C00023_RTT right side1_1.csv,right
False,True,False,True,0.0,33.6,C00023_RTT right side1_1,C00023/C00023_RTT right side1_1.csv,right
False,True,False,True,0.0054,34.133,C00023_RTT right side1_1,C00023/C00023_RTT right side1_1.csv,right
False,True,False,True,0.0212,34.667,C00023_RTT right side1_1,C00023/C00023_RTT right side1_1.csv,right
False,True,False,True,0.0343,35.2,C00023_RTT right side1_1,C00023/C00023_RTT right side1_1.csv,right
False,False,False,False,0.0353,35.733,C00023_RTT right side1_1,C00023/C00023_RTT right side1_1.csv,right
False,True,False,True,0.0193,36.267,C00023_RTT right side1_1,C00023/C00023_RTT right side1_1.csv,right
False,True,False,True,0.0,36.8,C00023_RTT right side1_1,C00023/C00023_RTT right side1_1.csv,right
False,True,False,True,0.0,37.333,C00023_RTT right side1_1,C00023/C00023_RTT right side1_1.csv,right
False,True,False,True,0.0095,37.867,C00023_RTT right side1_1,C00023/C00023_RTT right side1_1.csv,right
False,True,False,True,0.0195,38.4,C00023_RTT right side1_1,C00023/C00023_RTT right side1_1.csv,right
